feature_key,param_id,param_model,train_mae,train_mse,train_r2,val_mae,val_mse,val_r2,predictions,targets,predictions_path
"NZ100_LJ,NZZH_JSZB",40d0e8b9,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [64], 'epochs': [50]}",0.42875284,0.3077806,0.7042426194658333,1.838882,3.4237342,-8.249287671783133,"[10921.895  10929.879  10926.661  10930.098  10935.848  11027.682
 11046.765  11056.208  11093.347  11105.6045 11124.295  11178.892
 11202.772  11272.503  11358.924  11504.897  11639.612  11678.913
 11694.379  11789.167  11883.631  11926.714  11931.978  11951.36
 12000.437  12007.723 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\40d0e8b9.json"
"NZ100_LJ,NZZH_JSZB",65ca4103,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [64], 'epochs': [100]}",0.33901614,0.17296976,0.8337871708820799,1.7728426,3.2226028,-7.705926375896665,"[10827.726  10853.305  10841.438  10836.448  10819.171  10954.512
 11021.579  11033.954  11093.719  11120.155  11125.723  11165.889
 11195.309  11269.557  11377.686  11558.524  11697.669  11739.062
 11745.911  11844.589  12003.415  12109.708  12149.643  12205.466
 12298.385  12328.8125]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\65ca4103.json"
"NZ100_LJ,NZZH_JSZB",dc5949b4,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [32], 'epochs': [50]}",0.2993436,0.13361971,0.8716000593910394,1.6954522,2.9431446,-6.950964757798792,"[10928.935 10946.437 10895.362 10888.565 10853.785 11073.676 11112.258
 11086.55  11184.766 11207.151 11202.55  11238.863 11225.67  11309.653
 11425.6   11576.829 11710.947 11687.714 11655.602 11817.776 12055.732
 12178.502 12196.423 12270.012 12368.713 12405.044]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\dc5949b4.json"
"NZ100_LJ,NZZH_JSZB",9b876d06,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [32], 'epochs': [100]}",0.2278552,0.08128574,0.9218896289676111,1.6670743,2.9092603,-6.859425178380146,"[11004.479 10963.798 10769.464 10721.207 10651.669 11059.373 11061.269
 10955.086 11162.466 11174.938 11135.183 11258.601 11232.073 11433.84
 11632.662 11705.525 11828.577 11637.632 11526.579 11817.285 12180.945
 12317.225 12251.072 12364.915 12549.596 12579.124]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\9b876d06.json"
"NZ100_LJ,NZZH_JSZB",67ed3f47,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [64], 'epochs': [50]}",0.22653136,0.07976405,0.9233518722806793,1.6772834,2.912718,-6.868765685356305,"[10968.078 10938.816 10777.868 10754.589 10702.554 11097.488 11095.249
 10996.018 11177.521 11182.653 11178.507 11286.555 11256.867 11421.526
 11585.022 11666.97  11781.924 11644.51  11561.7   11803.404 12138.647
 12266.488 12214.848 12327.066 12474.163 12505.941]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\67ed3f47.json"
"NZ100_LJ,NZZH_JSZB",2c865b09,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [1], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [64], 'epochs': [100]}",0.25423306,0.10015468,0.9037577815144446,1.6849754,2.952471,-6.976160378197187,"[10926.194  10910.275  10810.215  10809.582  10769.873  11127.464
 11127.183  11049.998  11208.3955 11207.391  11142.426  11205.8955
 11180.607  11314.773  11460.902  11599.752  11718.565  11625.538
 11540.782  11755.451  12138.99   12333.64   12331.192  12379.343
 12487.372  12515.379 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\2c865b09.json"
"NZ100_LJ,NZZH_JSZB",d7435543,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [32], 'epochs': [50]}",0.23183337,0.081629984,0.9215588393711323,1.8144641,3.374061,-8.1150938652511,"[10910.118  10915.917  10778.696  10703.526  10635.669  10887.721
 10984.731  10944.508  11069.555  11128.351  11132.641  11232.332
 11252.8955 11394.872  11575.46   11606.867  11684.976  11555.272
 11436.734  11621.83   11935.376  12102.316  12068.289  12187.6875
 12356.618  12422.902 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\d7435543.json"
"NZ100_LJ,NZZH_JSZB",a02d052a,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [32], 'epochs': [100]}",0.38291785,0.22521731,0.7835806388136727,1.8636081,3.5269969,-8.52825293267883,"[10784.0205 10811.539  10819.834  10827.932  10829.046  10902.048
 10967.944  11016.163  11078.204  11122.053  11143.993  11177.293
 11201.696  11246.009  11314.184  11419.983  11554.627  11649.029
 11699.111  11778.298  11890.267  11988.851  12055.48   12096.349
 12148.172  12187.26  ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\a02d052a.json"
"NZ100_LJ,NZZH_JSZB",48039744,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [64], 'epochs': [50]}",0.4663858,0.3451499,0.6683331127965828,1.9048171,3.6631176,-8.89598605675281,"[10947.524  10957.91   10962.981  10968.731  10970.9375 10997.713
 11023.701  11046.764  11076.551  11102.967  11125.97   11153.659
 11181.345  11216.408  11262.488  11344.117  11445.249  11542.883
 11615.699  11684.29   11762.208  11837.561  11895.032  11931.729
 11972.518  11997.802 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\48039744.json"
"NZ100_LJ,NZZH_JSZB",301e1501,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [64], 'epochs': [100]}",0.4665271,0.34289125,0.6705035376440445,1.8620752,3.5087438,-8.478942466873228,"[10968.498  10981.209  10988.5    10994.922  10996.685  11019.6875
 11038.52   11053.879  11071.999  11085.755  11110.799  11143.875
 11177.322  11219.834  11278.065  11376.619  11499.733  11609.888
 11689.542  11765.428  11829.529  11890.447  11936.043  11966.819
 12006.787  12034.466 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\301e1501.json"
"NZ100_LJ,NZZH_JSZB",4c782c26,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [32], 'epochs': [50]}",0.3410577,0.17572702,0.8311376248843381,1.8393929,3.449977,-8.320182844831798,"[10759.688 10785.687 10795.175 10804.72  10809.362 10887.454 10961.943
 11024.662 11107.148 11162.393 11185.758 11211.821 11218.673 11253.866
 11323.207 11428.188 11564.766 11632.914 11647.596 11735.661 11907.88
 12045.945 12117.679 12184.972 12255.59  12298.95 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\4c782c26.json"
"NZ100_LJ,NZZH_JSZB",b43ecfa7,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [32], 'epochs': [100]}",0.3780489,0.21509962,0.7933030786895772,1.8556626,3.502543,-8.46218991570159,"[10790.281  10817.698  10829.901  10839.908  10842.282  10908.392
 10964.541  11006.693  11064.352  11103.945  11131.801  11168.947
 11195.673  11237.974  11300.06   11403.664  11540.625  11635.0205
 11686.682  11764.402  11900.233  12017.695  12089.902  12150.188
 12208.254  12242.275 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\b43ecfa7.json"
"NZ100_LJ,NZZH_JSZB",53b29daf,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [64], 'epochs': [50]}",0.42843908,0.26685005,0.7435742563415079,1.8637973,3.5463896,-8.580643077690885,"[10847.385 10864.101 10867.719 10870.857 10873.003 10912.388 10945.09
 10965.822 10996.933 11021.777 11045.401 11087.753 11126.239 11186.195
 11274.749 11407.704 11568.445 11687.986 11760.998 11851.099 11946.414
 12030.517 12082.786 12121.402 12166.028 12197.448]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\53b29daf.json"
"NZ100_LJ,NZZH_JSZB",b5e11f58,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [64], 'epochs': [100]}",0.47445735,0.36518785,0.6490779341342594,1.9308813,3.7620702,-9.163308935208626,"[10917.825 10925.987 10930.425 10935.052 10937.791 10963.368 10990.535
 11018.628 11054.289 11086.577 11119.353 11154.341 11190.71  11232.292
 11286.015 11362.293 11461.108 11550.56  11614.084 11677.36  11755.597
 11820.162 11862.325 11891.928 11917.526 11935.578]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\b5e11f58.json"
"NZ100_LJ,NZZH_JSZB",d0dec1ec,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [32], 'epochs': [50]}",0.3501535,0.18301184,0.8241373870568459,1.8273367,3.3987126,-8.181690686354413,"[10789.821 10820.193 10830.016 10837.726 10842.421 10922.471 10997.999
 11051.691 11118.702 11164.542 11187.121 11216.738 11228.324 11259.307
 11313.307 11413.534 11538.627 11616.734 11648.798 11720.52  11874.489
 12021.    12116.831 12190.007 12267.13  12323.947]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\d0dec1ec.json"
"NZ100_LJ,NZZH_JSZB",ebfd4850,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [32], 'epochs': [100]}",0.39499915,0.23602985,0.7731904956538518,1.8630656,3.5263965,-8.526631280929404,"[10824.659  10843.908  10855.161  10863.154  10863.035  10900.642
 10945.076  10985.233  11036.168  11087.153  11123.909  11159.157
 11189.847  11231.58   11304.0625 11414.054  11552.192  11650.567
 11694.189  11762.827  11889.807  11997.446  12066.311  12119.514
 12165.704  12193.044 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\ebfd4850.json"
"NZ100_LJ,NZZH_JSZB",3dddd931,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [64], 'epochs': [50]}",0.49458387,0.4121504,0.6039499083737069,1.8769759,3.5645525,-8.629710497632331,"[10993.185 11003.963 11009.068 11014.116 11014.019 11041.053 11064.808
 11085.42  11119.173 11144.42  11171.079 11208.441 11244.8   11290.978
 11348.217 11422.229 11506.362 11578.872 11626.475 11670.34  11723.687
 11777.031 11819.019 11848.685 11873.534 11888.321]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\3dddd931.json"
"NZ100_LJ,NZZH_JSZB",87a82c46,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.001], 'batch_size': [64], 'epochs': [100]}",0.39224872,0.23640007,0.7728347417078648,1.8791894,3.5858412,-8.687221500835971,"[10760.379  10782.113  10793.699  10804.097  10808.82   10857.221
 10913.421  10971.967  11040.361  11097.771  11148.826  11198.147
 11238.565  11287.795  11360.357  11453.37   11572.711  11661.67
 11708.892  11777.516  11878.605  11966.731  12024.4795 12070.639
 12119.793  12152.566 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\87a82c46.json"
"NZ100_LJ,NZZH_JSZB",974bc68d,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [32], 'epochs': [50]}",0.3578326,0.19551052,0.8121269461788554,1.8727282,3.5623534,-8.623768953994741,"[10779.3545 10807.415  10818.189  10826.11   10825.034  10892.896
 10959.84   11007.628  11079.468  11138.067  11163.41   11187.211
 11193.223  11227.131  11293.162  11395.885  11523.462  11600.965
 11628.918  11708.029  11851.065  11981.77   12067.141  12136.944
 12209.295  12256.251 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\974bc68d.json"
"NZ100_LJ,NZZH_JSZB",77a2f7fa,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [32], 'epochs': [100]}",0.40490037,0.25016618,0.7596063563971198,1.8802445,3.5819967,-8.676835730666227,"[10803.667 10830.783 10848.73  10863.206 10866.435 10910.884 10961.244
 11007.288 11058.954 11102.523 11137.353 11170.164 11199.08  11234.674
 11290.508 11393.964 11517.58  11622.739 11683.549 11752.254 11857.745
 11954.337 12020.544 12066.599 12121.893 12156.289]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\77a2f7fa.json"
"NZ100_LJ,NZZH_JSZB",2adad937,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [64], 'epochs': [50]}",0.50252646,0.42442003,0.592159590321609,1.8570054,3.494995,-8.44180022318089,"[11042.679 11052.266 11056.119 11059.416 11060.191 11080.251 11100.3
 11116.069 11137.522 11155.089 11178.913 11208.43  11236.264 11273.396
 11323.705 11398.413 11487.978 11562.676 11616.11  11673.891 11739.598
 11792.883 11831.406 11859.226 11881.295 11894.995]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\2adad937.json"
"NZ100_LJ,NZZH_JSZB",36c3e7c3,"{'lookback': [10], 'hidden_size': [32], 'num_layers': [2], 'dropout_rate': [0.3], 'lr': [0.0005], 'batch_size': [64], 'epochs': [100]}",0.47769338,0.3727019,0.6418573902863813,1.9218005,3.733055,-9.084923535032333,"[10955.944  10968.337  10977.0625 10983.941  10986.392  11009.708
 11029.354  11043.421  11064.49   11081.423  11110.041  11146.173
 11178.733  11220.436  11272.446  11363.744  11468.892  11552.627
 11611.644  11676.574  11741.033  11795.322  11832.571  11859.287
 11895.159  11917.823 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\36c3e7c3.json"
"NZ100_LJ,NZZH_JSZB",46bd62a7,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [32], 'epochs': [50]}",0.22312589,0.079402596,0.9236992109441745,1.6626439,2.8881073,-6.802280416136216,"[10994.085  10964.176  10784.113  10742.758  10669.802  11095.479
 11101.967  10989.392  11187.447  11193.91   11145.97   11253.96
 11224.649  11418.543  11623.6    11686.819  11811.302  11603.765
 11487.061  11824.9795 12240.183  12331.956  12206.787  12359.7
 12541.231  12564.561 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\46bd62a7.json"
"NZ100_LJ,NZZH_JSZB",d103ef5c,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [32], 'epochs': [100]}",0.22317207,0.08027928,0.9228567667702227,1.6432269,2.8207498,-6.620311988789068,"[11036.175 10984.976 10790.47  10760.302 10688.405 11139.755 11116.296
 10983.562 11192.875 11191.612 11140.174 11261.233 11227.766 11444.472
 11662.024 11686.16  11808.51  11600.632 11504.062 11852.457 12229.945
 12326.965 12209.595 12384.286 12570.844 12577.233]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\d103ef5c.json"
"NZ100_LJ,NZZH_JSZB",32697d84,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [64], 'epochs': [50]}",0.34756532,0.18037686,0.8266694425582997,1.7466223,3.1234968,-7.4381885036261135,"[10867.981 10890.947 10873.507 10880.83  10868.454 11007.173 11036.581
 11030.633 11108.454 11132.035 11146.84  11199.713 11213.379 11292.079
 11390.663 11544.398 11676.656 11703.486 11698.096 11808.635 11997.131
 12133.068 12188.205 12232.394 12337.1   12394.535]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\32697d84.json"
"NZ100_LJ,NZZH_JSZB",9f2654e6,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.001], 'batch_size': [64], 'epochs': [100]}",0.24146806,0.089565955,0.9139328753687056,1.62413,2.7371523,-6.394472624833411,"[10996.284 10985.491 10850.892 10826.819 10780.958 11133.657 11146.01
 11059.883 11201.585 11211.072 11196.244 11292.331 11266.984 11415.109
 11581.627 11681.732 11805.93  11662.036 11571.579 11822.202 12177.829
 12312.173 12248.015 12359.312 12537.986 12564.318]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\9f2654e6.json"
"NZ100_LJ,NZZH_JSZB",bbdfc04a,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [32], 'epochs': [50]}",0.22391456,0.08043639,0.9227057901633208,1.6274348,2.778776,-6.506918973070901,"[11027.518 10983.952 10790.45  10751.199 10684.263 11134.665 11127.57
 10986.578 11181.537 11184.681 11155.284 11281.343 11251.322 11451.584
 11659.817 11711.888 11829.752 11628.662 11524.1   11835.268 12214.047
 12346.898 12265.657 12415.281 12593.722 12616.114]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\bbdfc04a.json"
"NZ100_LJ,NZZH_JSZB",37f87a66,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [32], 'epochs': [100]}",0.21871568,0.07649332,0.9264948348156455,1.6165723,2.747459,-6.422314933189998,"[11026.963  10977.04   10773.476  10730.623  10661.96   11144.13
 11129.425  10988.923  11200.354  11207.867  11153.917  11294.797
 11273.933  11493.034  11708.901  11741.34   11859.427  11638.612
 11525.297  11869.956  12268.383  12352.6045 12200.153  12356.396
 12594.04   12642.076 ]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\37f87a66.json"
"NZ100_LJ,NZZH_JSZB",fbb4ff34,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [64], 'epochs': [50]}",0.23051561,0.083234884,0.9200166169050799,1.6215515,2.7546551,-6.441756682431223,"[11011.628 10991.104 10827.409 10790.886 10725.503 11133.048 11137.93
 11030.106 11207.189 11210.071 11165.449 11269.308 11236.016 11416.859
 11606.844 11683.683 11801.436 11619.656 11519.888 11826.321 12232.986
 12365.096 12286.878 12430.636 12604.222 12600.746]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\fbb4ff34.json"
"NZ100_LJ,NZZH_JSZB",e7b1c6ea,"{'lookback': [10], 'hidden_size': [64], 'num_layers': [1], 'dropout_rate': [0.2], 'lr': [0.0005], 'batch_size': [64], 'epochs': [100]}",0.2528761,0.09619814,0.9075597660482464,1.6492915,2.8166661,-6.609281289940696,"[10940.86  10961.641 10865.436 10846.426 10792.92  11098.869 11137.611
 11077.443 11207.047 11230.577 11190.309 11253.738 11233.863 11364.63
 11532.936 11654.661 11776.465 11674.381 11582.455 11785.165 12117.133
 12279.511 12261.447 12365.315 12503.666 12535.523]","[12212.6    12080.51   12025.33   11966.4    12235.41   12256.92
 12179.55   12306.44   12328.51   12284.74   12365.21   12343.05
 12500.57   12688.84   12657.9    12720.78   12560.25   12484.16
 12698.09   12975.69   13017.43   12935.29   13100.9795 13240.7705
 13229.43   13276.42  ]","data_middle\NZ100_LJ,NZZH_JSZB\e7b1c6ea.json"
